V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Name R3,Name R2,Name R1,Name B3,Name B2,Name B1,ResponseID,worktimeArray,tasktime,offTask,onTask,totalOnTask,totalOffTask,pageNo,perPagePT,ConsentForm,Consent,Q337,Gender,Gender_TEXT,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Race_7_TEXT,PixStatement,Q375,B1,B1_1,B1_2,B1_3,B1_4,B2,B2_1,B2_2,B2_3,B2_4,B3,B3_1,B3_2,B3_3,B3_4,TimerBlackInvis_1,TimerBlackInvis_2,TimerBlackInvis_3,TimerBlackInvis_4,BlackInvisibility_1,BlackInvisibility_2,BlackInvisibility_3,BlackInvisibility_4,BlackInvisibility_5,BlackInvisibility_6,BlackInvisibility_7,BlackInvisibility_8,TimerBlkConInvis_1,TimerBlkConInvis_2,TimerBlkConInvis_3,TimerBlkConInvis_4,BlkContemporaryInvis_1,BlkContemporaryInvis_2,BlkContemporaryInvis_3,BlkContemporaryInvis_4,BlkContemporaryInvis_5,BlkContemporaryInvis_6,TimerBlkRaceMini_1,TimerBlkRaceMini_2,TimerBlkRaceMini_3,TimerBlkRaceMini_4,BlkRacismMini_1,BlkRacismMini_2,BlkRacismMini_3,BlkRacismMini_4,BlkRacismMini_5,BlkRacismMini_6,BlkRacismMini_7,BlkRacismMini_8,BlkRacismMini_9,BlkRacismMini_10,TimerGovRep_1,TimerGovRep_2,TimerGovRep_3,TimerGovRep_4,BlkGovtRep_1,BlkGovtRep_2,BlkGovtRep_3,BlkGovtRep_4,BlkGovtRep_5,BlkGovtRep_6,BlkGovtRep_7,BlkGovtRep_8,BlkGovtRep_9,Q353,R1,R1_1,R1_2,R1_3,R1_4,R2,R2_1,R2_2,R2_3,R2_4,R3,R3_1,R3_2,R3_3,R3_4,TimerInvis_1,TimerInvis_2,TimerInvis_3,TimerInvis_4,NtvInvisibility_1,NtvInvisibility_2,NtvInvisibility_3,NtvInvisibility_4,NtvInvisibility_5,NtvInvisibility_6,NtvInvisibility_7,NtvInvisibility_8,TimerContempInvis_1,TimerContempInvis_2,TimerContempInvis_3,TimerContempInvis_4,NtvContemporaryInvis_1,NtvContemporaryInvis_2,NtvContemporaryInvis_3,NtvContemporaryInvis_4,NtvContemporaryInvis_5,NtvContemporaryInvis_6,TimerNtvRaceMini_1,TimerNtvRaceMini_2,TimerNtvRaceMini_3,TimerNtvRaceMini_4,NtvRacismMini_1,NtvRacismMini_2,NtvRacismMini_3,NtvRacismMini_4,NtvRacismMini_5,NtvRacismMini_6,NtvRacismMini_7,NtvRacismMini_8,NtvRacismMini_9,NtvRacismMini_10,TimerNGoveRep_1,TimerNGoveRep_2,TimerNGoveRep_3,TimerNGoveRep_4,NtvGovtRep_1,NtvGovtRep_2,NtvGovtRep_3,NtvGovtRep_4,NtvGovtRep_5,NtvGovtRep_6,NtvGovtRep_7,NtvGovtRep_8,NtvGovtRep_9,RFCommon,RFMediaCoverage,BFCommon,BFMediaCoverage,RFImportant,BFImportant,OE_Respond,SES,BorninUS,Q107,BornWhere,MovedtoUSAge,LongestState,LengthState,FatherUSBorn,MotherUSBorn,PrimaryCaretaker,PrimaryCaretaker_TEXT,PrimaryEd,SecondCaretaker,SecondCaretaker_TEXT,SecondEdu,Age,Religion,Religion_TEXT,Religiosity,LibCon,Q176,Debrief,MTurkCode,DO-BR-FL_466,DO-BR-FL_463,DO-BR-FL_459,DO-BR-FL_455,DO-BR-FL_451,DO-BR-FL_443,DO-BR-FL_285,DO-BR-FL_290,DO-BR-FL_376,DO-BR-FL_391,DO-BR-FL_401,DO-BR-FL_306,DO-BR-FL_381,DO-BR-FL_409,DO-BR-FL_415,DO-BR-FL_419,DO-BR-FL_428,DO-BR-FL_434,DO-BR-FL_439,DO-BL-Commonality,DO-BL-Importance,DO-Q-NtvInvisibility1,DO-Q-BlackInvis1,DO-Q-NtvRaceMini,DO-Q-BlkRaceMini,DO-Q-NtvInvisibility2,DO-Q-BlackInvis2,DO-Q-BlkGovRep,DO-Q-NtvGovRep,LocationLatitude,LocationLongitude,LocationAccuracy
R_1hEZLpVAERkRrNG,Default Response Set,Anonymous,,,71.231.76.16,0,4/30/2019 16:37,4/30/2019 16:38,1,Sarah,Anne,Allison,Claire,Connor,Wyatt,R_1hEZLpVAERkRrNG,,,,,,,,,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_461,FL_457,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,47.90049744,-122.2472,-1
R_1FgCKIsY4bg7Z0F,Default Response Set,Anonymous,,,68.245.24.12,0,4/30/2019 16:16,4/30/2019 16:39,1,Sarah,Mathew,Allison,Claire,Emily,Kristen,R_1FgCKIsY4bg7Z0F,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,7,96.963,148.826,149.609,8,5,3,3,5,5,3,5,5,188.717,249.029,249.986,7,1,7,1,1,1,1,108.905,139.489,140.63,10,1,7,1,7,7,7,7,1,1,1,179.413,208.129,208.941,10,1,1,1,7,1,1,7,4,7,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,1,88.974,101.625,103.126,8,5,5,5,5,5,5,5,5,3.308,40.522,41.852,6,1,7,1,1,1,1,3.292,20.604,21.582,11,1,7,1,7,7,7,7,1,1,1,10.618,33.926,34.9,9,1,1,1,7,1,1,7,4,7,4,4,4,4,7,7,If I were native or black Id be upset about someone dressing as my heritage. Blacks and Natives are equally upset about racism issues today.,4,1,1,,,NC,26,1,1,5,,2,3,,2,26,3,,7,1,,1,1,FL_468,FL_464,FL_461,FL_457,FL_454,FL_445,FL_288,B3|B2|B1,Black Gov Rep|Black Minimization,R1|R2|R3,Native Gov Rep|Native Minimization,,,,,,,,,BFMediaCoverage|RFMediaCoverage|RFCommon|BFCommon,RFImportant|BFImportant,1|3|8|7|2|6|4|5,7|5|1|2|6|8|3|4,5|2|7|6|4|8|3|1|10|9,5|7|1|4|6|3|10|8|9|2,1|5|2|4|3|6,1|4|2|5|3|6,9|4|3|7|2|5|1|6|8,6|9|3|5|7|2|8|1|4,37.75100708,-97.8219986,-1
R_vP6mOPAZZ3BNB2F,Default Response Set,Anonymous,,,71.136.150.232,0,4/30/2019 16:14,4/30/2019 16:42,1,Sarah,Anne,Brett,Claire,Connor,Wyatt,R_vP6mOPAZZ3BNB2F,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,4,7,4,4,1,4,7,3,4,1,4,7,3,4,7.5,79.133,80.832,8,2,3,3,5,3,2,3,3,8.988,39.368,41.883,6,1,7,1,1,1,4,7.343,77.675,80.769,11,3,3,3,5,6,4,6,1,3,1,8.601,55.938,57.079,9,4,1,5,3,2,3,2,7,4,1,1,5,7,4,4,1,5,7,4,3,1,5,6,5,3,39.852,196.897,198.507,11,4,2,2,2,2,1,2,2,22.945,75.873,76.966,6,2,5,5,6,6,5,13.335,100.088,101.301,11,4,5,4,5,5,4,5,3,2,2,9.283,139.785,143.301,10,4,7,3,3,6,5,4,5,4,2,2,3,3,4,4,My guess is that people respond more to Blackface than Redface because the media focuses more on black Americans than native Americans.,3,1,1,,,Tennessee,50,1,1,1,,2,3,,2,68,3,,7,1,no,1,1,FL_468,FL_465,FL_460,FL_457,FL_453,FL_444,FL_304,,,,,R3|R2|R1,Native Gov Rep|Native Minimization,B1|B3|B2,Black Gov Rep|Black Minimization,,,,,BFCommon|RFMediaCoverage|RFCommon|BFMediaCoverage,BFImportant|RFImportant,5|1|4|8|7|3|2|6,3|4|8|7|5|6|2|1,8|2|4|3|1|9|10|6|7|5,4|10|2|9|6|7|5|1|8|3,2|5|4|3|1|6,2|3|5|4|1|6,8|9|6|4|3|5|2|1|7,2|3|8|7|6|4|5|1|9,35.6598053,-83.98670197,-1
R_b92S36av1549qIV,Default Response Set,Anonymous,,,68.108.224.135,0,4/30/2019 16:37,4/30/2019 16:50,1,Greg,Mathew,Brett,Todd,Emily,Kristen,R_b92S36av1549qIV,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,2,6,2,4,1,5,4,5,4,1,5,3,2,4,5.168,30.17,30.576,11,3,2,2,3,3,2,2,2,5.217,20.783,21.58,7,2,6,2,2,2,2,4.88,36.432,37.358,11,5,5,3,3,5,4,5,2,2,3,5.338,74.747,75.344,11,6,5,5,2,6,6,2,6,4,1,1,3,5,2,4,1,5,3,5,4,1,6,2,5,4,6.08,34.368,35.3,8,3,2,1,2,1,1,2,2,7.406,24.914,25.291,7,3,5,3,5,6,6,3.041,47.926,48.834,11,6,2,5,3,3,5,2,3,2,3,6.012,57.03,57.955,10,3,5,3,3,5,5,5,5,5,2,2,4,3,5,5,I think Blackface is taken more offensively and presented more often in media because people do not often think of Native Americans in contemporary society.,4,1,,,,Louisiana,31,1,1,1,,2,3,,4,31,3,,6,3,none,1,1,FL_467,FL_464,FL_460,FL_456,FL_454,FL_445,FL_304,,,,,R1|R2|R3,Native Minimization|Native Gov Rep,B1|B2|B3,Black Minimization|Black Gov Rep,,,,,RFCommon|RFMediaCoverage|BFMediaCoverage|BFCommon,RFImportant|BFImportant,2|3|8|4|7|1|6|5,8|6|3|4|7|2|1|5,10|8|5|1|7|9|6|4|3|2,10|5|9|7|3|6|2|4|1|8,3|1|4|2|5|6,3|5|1|4|2|6,3|6|1|4|5|7|9|2|8,3|9|1|7|6|2|5|8|4,30.30639648,-90.94270325,-1
R_Uzmcdd0pqh7zqUN,Default Response Set,Anonymous,,,184.170.80.51,0,4/30/2019 17:25,4/30/2019 17:27,1,Sarah,Mathew,Brett,Todd,Emily,Kristen,R_Uzmcdd0pqh7zqUN,,,,,,,,,1,1,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_460,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,37.33709717,-79.28150177,-1
R_27kYjW8zYYaBzcC,Default Response Set,Anonymous,,,108.220.20.222,0,4/30/2019 17:35,4/30/2019 17:36,1,Sarah,Anne,Brett,Todd,Emily,Kristen,R_27kYjW8zYYaBzcC,,,,,,,,,1,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_465,FL_460,FL_456,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,31.80450439,-105.9661026,-1
R_2Pu70IZhpeQOVFZ,Default Response Set,Anonymous,,,69.58.122.241,0,4/30/2019 17:39,4/30/2019 17:47,1,Greg,Mathew,Allison,Claire,Connor,Wyatt,R_2Pu70IZhpeQOVFZ,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,7,1,1,7,1,7,1,1,7,1,7,3.533,18.08,18.815,11,2,3,3,2,4,3,3,3,2.02,14.771,15.796,10,1,7,1,2,1,2,2.077,21.816,22.853,13,1,7,1,7,7,7,7,1,1,1,4.945,23.886,24.551,13,1,2,1,7,1,1,7,3,7,,1,1,6,1,6,1,2,6,2,5,1,1,7,1,7,4.219,28.96,29.893,8,1,3,2,2,1,3,2,3,2.732,15.154,15.904,8,1,7,1,7,6,5,2.435,27.806,28.957,12,2,6,2,7,7,6,6,1,1,1,2.339,26.702,27.541,10,1,3,1,6,3,1,7,3,5,2,2,3,3,6,6,"Today it seems most people think it is disrespectful and of bad taste, but some racist people still think it is a funny joke. Because they're racist. ",4,1,,,,Ohio,26,1,1,1,,4,3,,2,26,1,,1,6,,1,1,FL_467,FL_464,FL_461,FL_457,FL_453,FL_444,FL_418,,,,,,,,,B3|R2|R1|B1|R3|B2,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Gov Rep|Black Minimization,BFMediaCoverage|RFMediaCoverage|RFCommon|BFCommon,BFImportant|RFImportant,3|5|2|6|1|4|7|8,5|3|2|7|6|4|1|8,10|3|6|1|9|5|4|7|8|2,2|8|4|1|5|9|7|3|10|6,5|3|4|2|1|6,2|5|4|1|3|6,1|3|9|5|8|2|4|7|6,7|2|6|4|8|3|1|5|9,39.96530151,-83.02349854,-1
R_D8Cr6qOwnEwANZT,Default Response Set,Anonymous,,,68.57.124.85,0,4/30/2019 17:30,4/30/2019 17:52,1,Greg,Anne,Allison,Claire,Connor,Wyatt,R_D8Cr6qOwnEwANZT,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,4,1,1,7,1,4,1,1,7,1,4,5.961,75.941,79.59,9,3,3,4,5,3,3,3,3,3.366,21.606,22.705,9,1,7,1,1,1,2,3.677,169.891,172.158,10,6,2,3,5,6,3,5,1,2,1,4.616,64.11,65.361,11,1,3,2,5,4,1,6,6,6,1,1,1,6,1,4,1,1,7,2,4,1,1,7,1,4,3.557,45.36,46.241,12,2,1,1,1,1,1,2,2,3.806,15.985,16.893,7,1,7,1,6,7,7,3.565,46.997,47.783,13,5,5,5,4,6,6,4,2,2,4,3.452,47.67,49.009,12,2,4,2,5,4,2,6,3,6,2,2,3,4,5,5,"Yes, because there is more news about blackface than redface. ",4,1,,N/A,N/A,Tennessee,19,1,1,1,,2,3,,1,65,3,,6,4,none,1,1,FL_467,FL_465,FL_461,FL_457,FL_453,FL_444,FL_288,B1|B3|B2,Black Gov Rep|Black Minimization,R3|R1|R2,Native Minimization|Native Gov Rep,,,,,,,,,RFMediaCoverage|BFCommon|BFMediaCoverage|RFCommon,RFImportant|BFImportant,8|1|3|7|5|6|2|4,8|3|4|7|2|6|5|1,8|5|9|10|4|3|6|7|2|1,10|2|1|9|7|5|6|4|3|8,5|2|1|4|3|6,4|3|5|2|1|6,8|2|3|1|9|4|5|6|7,3|7|8|6|5|4|2|1|9,36.2953949,-82.49019623,-1
R_zcZawO0rU0FsbJv,Default Response Set,Anonymous,,,198.89.160.146,0,4/30/2019 13:38,4/30/2019 13:50,0,Greg,Anne,Allison,Claire,Connor,Kristen,R_zcZawO0rU0FsbJv,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,6,1,6,1,2,6,2,6,1,1,6,1,1,8.071,39.229,39.941,10,2,2,2,3,3,2,3,3,6.405,47.389,47.837,10,2,6,2,3,5,5,4.667,48.18,49.724,12,3,5,3,6,6,4,4,2,2,2,7.829,47.044,47.811,11,3,3,3,4,6,3,5,5,5,1,1,2,3,2,3,1,2,5,3,3,1,2,3,2,3,4.715,33.955,34.699,10,3,4,3,2,2,2,3,3,3.415,19.255,20.118,6,2,6,2,6,5,5,3.924,41.54,42.166,12,3,5,3,5,6,5,4,3,3,5,3.434,26.89,27.265,10,2,3,3,6,3,2,2,3,5,2,2,3,4,5,6,"yes, based on the historical significance of the way the 2 peoples were treated. / yet both were treated unfairly, I believe we relate more to the issue of slavery.",5,1,1,United States,,NY,46,1,1,1,,2,3,,2,47,3,,2,2,,1,,FL_467,FL_465,FL_461,FL_457,FL_453,FL_445,FL_288,B3|B1|B2,Black Minimization|Black Gov Rep,R2|R1|R3,Native Minimization|Native Gov Rep,,,,,,,,,BFMediaCoverage|RFCommon|BFCommon|RFMediaCoverage,RFImportant|BFImportant,7|6|2|3|8|5|4|1,5|4|3|6|1|2|7|8,3|6|4|5|8|7|9|10|1|2,6|2|4|7|9|5|8|10|3|1,3|1|2|5|4|6,4|2|5|1|3|6,5|3|8|9|4|2|6|1|7,2|5|8|3|9|4|7|1|6,,,-1
R_wRD1ibqCtuhXr0Z,Default Response Set,Anonymous,,,45.61.48.29,0,4/30/2019 12:42,4/30/2019 12:52,0,Greg,Anne,Allison,Todd,Connor,Kristen,R_wRD1ibqCtuhXr0Z,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,5,6,5,6,1,6,5,6,5,1,6,5,6,5,1.668,12.367,13.776,8,4,3,4,4,5,4,4,3,4.424,11.571,12.844,6,5,5,6,6,4,6,1.799,16.129,20.892,10,6,5,6,5,5,5,5,6,6,6,1.562,15.911,18.071,9,5,5,5,6,6,6,6,5,4,1,1,5,6,5,6,1,5,4,6,5,1,5,6,5,6,1.66,11.929,14.15,8,4,4,4,3,3,3,3,4,1.742,7.391,10.136,6,5,5,6,4,6,5,1.717,15.874,17.972,11,6,5,5,5,5,4,6,6,6,5,1.69,13.266,14.269,9,6,6,6,6,6,5,5,5,4,5,4,3,3,5,4,Blackface is the practice of non-Black people darkening their skin in deliberate attempts to impersonate Black people.,4,1,1,CALIFORNIYA,"Under certain circumstances, children may acquire U.S. citizenship from their parents.",CALIFORNIA,22,1,1,3,,4,2,,4,22,3,,5,4,NO,1,,FL_467,FL_465,FL_461,FL_456,FL_453,FL_445,FL_288,B3|B2|B1,Black Gov Rep|Black Minimization,R1|R3|R2,Native Gov Rep|Native Minimization,,,,,,,,,BFCommon|RFMediaCoverage|BFMediaCoverage|RFCommon,RFImportant|BFImportant,2|5|1|6|3|7|8|4,1|2|4|7|3|8|6|5,1|6|3|9|5|10|8|2|7|4,3|7|1|4|8|6|10|5|9|2,3|4|2|1|5|6,2|5|4|3|1|6,4|1|6|3|5|8|9|7|2,4|8|5|6|1|7|2|9|3,,,-1
R_u9rGYzUy6YdESkx,Default Response Set,Anonymous,,,72.23.241.177,0,4/30/2019 16:13,4/30/2019 16:18,0,Greg,Mathew,Allison,Todd,Emily,Kristen,R_u9rGYzUy6YdESkx,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,7,1,1,7,1,4,1,1,7,1,7,3.865,15.353,16.223,8,1,1,1,3,3,1,1,1,2.963,13.507,14.208,7,3,5,3,3,7,3,4.185,24.352,25.022,10,4,4,4,4,4,4,4,4,4,4,12.889,22.313,23.536,10,4,4,4,5,4,4,4,4,4,1,1,1,4,1,4,1,1,4,1,4,1,1,4,1,4,2.258,9.659,10.545,8,1,1,1,1,1,1,1,1,3.173,13.045,13.725,7,7,1,4,7,7,7,0.888,5.865,6.488,10,4,4,4,4,4,4,4,4,4,4,2.434,7.018,8.218,9,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,I am not sure.,2,1,,,,Pennsylvania,1,1,1,1,,2,1,,,26,1,,5,4,,1,,FL_467,FL_464,FL_461,FL_456,FL_454,FL_445,FL_288,B2|B3|B1,Black Minimization|Black Gov Rep,R2|R1|R3,Native Gov Rep|Native Minimization,,,,,,,,,RFCommon|BFMediaCoverage|RFMediaCoverage|BFCommon,BFImportant|RFImportant,5|4|8|1|2|7|3|6,3|5|6|4|1|7|8|2,3|5|2|7|6|1|10|9|8|4,2|7|3|6|4|9|8|5|1|10,4|1|2|5|3|6,5|4|3|1|2|6,3|4|6|5|8|9|7|2|1,4|7|1|8|2|5|6|9|3,,,-1
R_p6pwu5zwG7reDst,Default Response Set,Anonymous,,,99.62.0.195,0,4/30/2019 13:09,4/30/2019 13:18,0,Greg,Anne,Allison,Claire,Connor,Kristen,R_p6pwu5zwG7reDst,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,2,4,1,1,6,2,4,1,1,6,1,6,5.541,27.037,27.762,8,3,3,4,5,4,4,3,3,3.306,16.978,17.832,6,1,7,1,2,1,1,2.886,31.735,32.59,10,5,2,5,5,7,7,7,1,1,1,3.428,33.698,34.22,11,1,1,1,6,1,2,5,5,7,1,1,1,5,1,5,1,1,7,4,5,1,1,7,1,5,16.237,40.686,41.699,8,4,2,4,4,3,3,2,2,3.055,21.382,21.867,8,5,5,3,6,3,5,4.517,40.238,41.307,13,5,4,3,5,6,7,5,1,3,2,21.899,48.347,48.794,12,2,5,1,5,2,1,5,5,5,4,3,4,5,6,6,I believe people pay way more attention to Blackface. I do believe that Native American's are pushed to the wayside. ,2,1,,NA,NA,Texas,32,1,1,1,,2,1,,2,32,1,,2,5,No further comments,1,,FL_467,FL_465,FL_461,FL_457,FL_453,FL_445,FL_304,,,,,R3|R2|R1,Native Minimization|Native Gov Rep,B1|B2|B3,Black Minimization|Black Gov Rep,,,,,BFCommon|BFMediaCoverage|RFMediaCoverage|RFCommon,BFImportant|RFImportant,2|7|3|8|6|5|4|1,6|3|5|7|8|4|1|2,3|1|9|6|2|4|7|5|8|10,4|9|5|3|10|2|7|8|6|1,4|2|1|5|3|6,2|3|1|5|4|6,9|6|3|1|2|4|5|7|8,1|2|3|5|8|9|7|6|4,,,-1
R_qwlc7DlcWGSo1ah,Default Response Set,Anonymous,,,98.113.162.166,0,4/30/2019 12:35,4/30/2019 12:49,0,Sarah,Mathew,Allison,Todd,Connor,Wyatt,R_qwlc7DlcWGSo1ah,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,3,7,2,7,1,2,7,3,7,1,3,7,4,7,20.227,50.586,52.228,9,1,1,1,5,4,2,2,3,5.655,26.141,27.037,6,1,6,1,6,1,6,4.606,40.965,42.679,10,2,5,2,6,7,4,7,1,4,1,3.824,86.877,87.917,10,2,4,4,5,3,1,6,4,6,,1,3,7,1,7,1,3,7,5,7,1,2,7,3,7,4.975,32.983,34.974,8,2,3,2,2,2,1,3,3,4.119,21.869,24.11,6,6,4,4,7,7,7,4.501,41.513,43.404,10,7,4,7,7,7,6,5,1,1,1,17.841,50.186,51.621,10,1,4,2,6,1,2,7,4,5,2,2,3,2,7,5,yes....diff values are assigned to color ,5,1,1,United States,usa,New York,15,1,1,1,,2,3,,2,40,1,,1,3,no,1,,FL_468,FL_464,FL_461,FL_456,FL_453,FL_444,FL_418,,,,,,,,,R1|R2|B3|B1|R3|B2,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Gov Rep|Black Minimization,BFMediaCoverage|BFCommon|RFMediaCoverage|RFCommon,RFImportant|BFImportant,7|5|6|1|2|8|4|3,1|3|5|6|2|4|8|7,9|8|3|1|7|2|4|5|10|6,3|7|9|10|4|1|8|5|2|6,5|4|1|3|2|6,2|1|5|3|4|6,6|8|2|7|4|5|1|9|3,5|2|8|7|4|9|3|6|1,,,-1
R_cx6rIZdS28MGGiJ,Default Response Set,Anonymous,,,207.98.200.66,0,4/30/2019 12:05,4/30/2019 12:28,0,Greg,Anne,Brett,Claire,Connor,Wyatt,R_cx6rIZdS28MGGiJ,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,4,6,4,4,1,4,5,4,3,1,2,6,1,6,10.098,91.81,92.547,8,3,2,2,4,4,3,3,2,5.276,32.452,33.556,9,2,7,2,2,1,3,5.759,51.709,52.719,11,5,3,3,5,5,5,5,1,3,2,7.256,181.088,181.82,11,3,2,4,4,2,3,4,5,6,,1,4,3,4,4,1,5,4,5,4,1,5,4,4,4,10.568,69.143,69.962,8,2,2,1,2,2,2,2,2,51.624,76.345,77.1,7,5,3,3,5,6,3,4.614,60.493,61.343,11,4,4,4,5,5,5,4,2,4,3,6.412,62.652,63.285,10,2,4,3,5,2,3,5,4,5,1,1,4,4,6,6,"Yes because I think there are way more african americans in our country than native americans. Therefore, there are more people to complain about it and it is noticed more.",3,1,1,n/a,n/a,Michigan,36,1,1,1,,3,3,,3,36,3,,6,2,N/A,1,,FL_467,FL_465,FL_460,FL_457,FL_453,FL_444,FL_418,,,,,,,,,R2|R3|B1|R1|B3|B2,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Minimization|Black Gov Rep,RFMediaCoverage|RFCommon|BFMediaCoverage|BFCommon,RFImportant|BFImportant,3|5|1|6|4|7|2|8,3|8|6|5|4|2|7|1,4|9|1|7|8|2|10|3|6|5,2|6|7|9|3|5|4|1|10|8,1|3|5|4|2|6,2|3|1|4|5|6,8|9|3|6|7|4|1|2|5,8|5|1|7|9|6|2|3|4,,,-1
R_bK2DtQcCqCuhvUZ,Default Response Set,Anonymous,,,198.190.156.230,0,4/30/2019 12:43,4/30/2019 13:08,0,Sarah,Anne,Brett,Claire,Emily,Kristen,R_bK2DtQcCqCuhvUZ,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,5,1,5,1,1,6,1,6,1,1,6,1,5,13.112,47.338,48.173,9,1,2,3,4,5,3,3,3,6.304,29.912,30.788,6,1,7,1,1,2,1,6.285,49.681,50.488,10,6,6,6,2,6,7,7,2,2,2,6.35,49.816,50.596,9,6,6,6,1,7,2,6,3,2,,1,3,5,3,4,1,2,3,3,5,1,6,5,5,5,13.146,40.877,42.409,8,2,1,1,1,1,2,2,1,8.913,31.5,31.946,7,3,5,5,5,6,7,46.245,99.908,100.681,10,5,6,6,2,6,7,5,5,6,5,8.528,46.174,47.08,9,5,6,5,2,5,5,2,6,6,2,1,4,3,5,5,I personally believe it is because the Indians do not protest and speak up like african americans do so there is not as much attention put on it. ,2,1,,pa,pa,pa,44,1,1,1,,1,3,,2,44,1,,1,6,This was an interesting HIT. It really made me think about how things are in this country. ,1,,FL_468,FL_465,FL_460,FL_457,FL_454,FL_445,FL_418,,,,,,,,,R3|R1|B2|R2|B3|B1,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Gov Rep|Black Minimization,RFCommon|BFCommon|RFMediaCoverage|BFMediaCoverage,BFImportant|RFImportant,6|1|4|2|3|7|5|8,8|4|3|6|7|2|1|5,7|3|4|5|2|1|8|9|6|10,4|8|1|7|6|2|3|5|10|9,5|3|4|2|1|6,2|3|5|4|1|6,5|2|3|7|4|9|8|1|6,2|9|8|1|4|6|7|5|3,,,-1
R_sjLuNk9cOp3Zzd7,Default Response Set,Anonymous,,,63.117.151.62,0,4/30/2019 13:50,4/30/2019 13:58,0,Sarah,Anne,Brett,Claire,Emily,Wyatt,R_sjLuNk9cOp3Zzd7,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,5,6,5,7,1,5,6,5,7,1,5,6,6,5,2.489,8.936,9.693,9,3,2,3,3,3,4,2,4,1.105,7.289,8.064,9,5,6,4,5,4,7,1.185,10.897,12.091,11,4,7,5,6,5,6,7,5,5,7,2.073,12.032,12.756,12,4,5,6,7,6,5,5,5,6,,1,6,5,6,6,1,5,6,5,6,1,5,6,6,7,3.911,10.015,10.669,8,2,4,4,3,3,3,4,3,1.774,4.95,6.093,6,5,4,4,3,4,4,1.226,18.194,21.021,14,6,5,7,5,6,5,6,6,4,7,1.933,11.613,12.481,13,5,5,5,6,6,5,4,6,7,4,5,4,4,7,6," Blackface is the practice of non-Black people darkening their skin in ... When blackface occurs in Canada, a frequent response is that it is a ... So we can say that blackface minstrelsy is as Canadian as “O Canada.",4,1,,,,RI,35,1,1,2,,4,3,,4,35,3,,6,7,good and interesting survey,1,,FL_468,FL_465,FL_460,FL_457,FL_454,FL_444,FL_418,,,,,,,,,B1|R2|B2|B3|R3|R1,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Minimization|Black Gov Rep,BFMediaCoverage|RFMediaCoverage|BFCommon|RFCommon,RFImportant|BFImportant,1|2|5|4|6|7|8|3,4|6|7|3|5|8|2|1,6|5|2|10|7|8|3|9|4|1,9|5|7|6|2|8|10|4|1|3,4|2|5|3|1|6,3|4|5|1|2|6,8|9|2|5|7|3|6|4|1,7|1|6|8|3|4|2|5|9,,,-1
